420	0	36	4	2214	
420	0	1	1	2605	
420	0	30	0	2300	
420	0	4	4	2509	
420	0	0	3	2480	
420	1	27	2	2581	
420	0	4	1	2452	
420	0	1	2	2316	
420	0	6	1	1949	
420	0	2	2	2533	
420	0	0	2	2765	
420	0	64	2	1850	
420	0	0	4	2715	
420	0	0	0	2779	
420	0	9	3	2469	
420	0	50	1	2436	
420	0	63	2	2053	
420	0	21	2	2198	
420	0	5	3	2706	
420	0	4	1	2223	
420	0	31	4	1991	
420	0	14	1	2229	
420	0	0	0	2943	
420	0	1	1	2449	
420	0	5	5	2367	
420	0	31	2	2361	
420	0	0	2	2540	
420	0	2	1	2300	
420	0	6	1	2331	
420	0	1	2	2617	
420	0	0	4	3185	
420	0	0	2	2060	
420	0	5	1	2228	
420	0	39	2	2662	
420	0	13	1	2093	
420	0	3	1	2148	
420	0	20	3	2400	
420	0	1	3	2494	
420	0	8	2	2320	
420	0	2	0	2875	
420	0	0	1	2235	
420	0	23	3	2307	
420	0	37	3	1937	
420	0	33	2	2475	
420	0	1	1	2568	
420	0	0	5	2812	
420	0	4	0	2800	
420	0	6	5	3354	
420	0	12	2	2165	
420	0	0	2	2272	
420	0	0	1	2420	
420	0	1	4	2241	
420	0	0	3	2718	
420	0	1	2	2931	
420	0	1	2	2369	
420	0	13	2	2032	
420	0	3	3	2598	
420	0	14	2	2015	
420	1	96	0	2404	
420	0	2	0	1884	
420	0	3	0	2174	
420	0	11	5	2825	
420	0	8	0	2204	
420	0	0	6	2810	
420	0	6	2	2424	
420	0	6	6	2425	
420	0	2	1	2375	
420	0	8	6	2529	
420	0	11	3	3030	
420	0	0	2	2356	
420	0	1	5	3616	
420	0	0	6	2489	
420	0	0	2	2782	
420	0	10	1	2908	
420	0	28	7	3027	
420	0	16	1	2563	
420	0	0	0	2058	
420	0	13	0	2861	
420	0	4	3	2009	
420	0	0	6	2890	
420	0	6	2	2330	
420	0	1	1	2885	
420	0	22	2	2680	
420	0	39	4	2094	
420	0	12	0	2484	
420	0	4	3	2239	
420	0	2	2	2397	
420	0	2	1	2853	
420	0	21	1	2018	
420	0	0	5	2769	
420	0	0	4	2727	
420	0	35	2	1908	
420	0	2	2	2349	
420	0	0	0	2376	
420	0	0	0	2401	
420	0	2	2	2282	
420	0	66	2	1839	
420	0	19	4	2682	
420	0	0	3	2937	
420	0	45	4	2416	
420	0	19	4	1668	
420	0	5	0	1905	
420	0	4	1	2260	
420	0	1	1	2129	
420	0	8	2	2050	
420	0	4	0	2530	
420	0	5	2	2440	
420	0	8	2	1983	
420	0	3	0	2365	
420	0	14	6	2694	
420	0	3	1	2027	
420	0	2	1	2247	
420	0	1	1	2117	
420	0	8	1	1781	
420	0	2	3	2442	
420	0	1	3	2199	
420	0	11	1	2659	
420	0	0	3	2421	
420	0	58	2	2518	
420	0	29	6	3178	
420	0	4	3	2205	
420	0	12	2	2456	
420	0	0	0	1993	
420	0	2	6	2522	
420	0	2	3	2315	
420	0	0	1	2471	
420	0	17	0	2240	
420	0	13	1	2478	
420	0	11	5	2108	
420	0	3	0	2275	
420	0	143	0	2294	
420	0	1	1	2320	
420	0	6	3	2594	
420	0	0	3	2736	
420	0	1	1	2464	
420	0	1	4	2378	
420	0	6	5	2251	
420	0	31	1	2701	
420	0	1	3	2320	
420	0	8	4	2127	
420	0	7	4	3187	
420	0	7	5	2039	
420	0	27	3	2191	
420	0	0	4	2639	
420	0	14	0	2343	
420	0	0	3	2185	
420	0	1	4	2497	
420	0	1	3	2067	
420	0	2	2	2175	
420	0	7	2	2661	
420	0	31	3	2362	
420	0	1	3	3048	
420	0	18	4	2180	
420	0	2	2	2636	
420	0	2	1	2064	
420	0	3	3	2772	
420	0	1	1	2631	
420	0	23	2	2674	
420	0	10	4	2266	
420	0	5	6	2395	
420	0	2	2	2744	
420	0	23	1	2168	
420	0	3	3	2088	
420	0	10	2	2305	
420	0	9	0	3128	
420	0	1	4	2138	
420	0	21	4	2424	
420	0	0	2	2131	
420	0	0	2	3006	
420	0	2	6	2618	
420	0	5	2	2521	
420	0	13	2	2894	
420	0	6	0	2038	
420	0	21	1	2499	
420	0	2	3	2532	
420	0	3	4	2693	
420	0	13	2	2692	
420	0	0	7	2656	
420	0	8	2	1867	
420	0	0	4	2446	
420	0	43	1	1614	
420	0	15	7	2880	
420	0	18	1	2455	
420	0	27	1	3062	
420	0	4	3	2995	
420	0	3	3	2435	
420	0	28	3	2209	
420	0	4	5	3122	
420	0	10	0	2353	
420	0	0	1	3228	
420	0	4	2	1861	
420	0	1	2	2009	
420	0	11	5	2239	
420	0	0	5	2491	
420	0	0	4	2043	
420	0	33	2	2659	
420	0	4	1	2552	
420	1	13	1	1870	
420	0	4	3	2838	
420	0	2	1	2208	
420	0	16	2	2039	
420	0	17	3	2348	
420	0	0	2	2506	
420	0	4	1	2634	
420	0	11	6	2349	
420	0	12	3	2056	
420	0	12	2	2774	
420	0	70	2	1655	
420	0	0	4	2945	
420	0	1	4	2256	
420	0	22	4	2777	
420	0	0	2	2229	
420	0	6	4	2963	
420	0	36	2	2036	
420	0	0	6	2676	
420	0	4	2	2468	
420	0	39	2	2404	
420	0	9	2	2656	
420	0	43	0	2613	
420	0	17	1	1939	
420	0	32	1	2473	
420	0	1	2	2352	
420	0	0	6	2818	
420	0	1	2	2596	
420	0	6	1	2481	
420	0	82	3	2264	
420	0	3	1	1998	
420	0	12	5	2381	
420	0	1	1	2456	
420	0	12	3	2565	
420	0	0	1	2611	
420	0	1	4	2326	
420	0	6	1	2354	
420	0	11	1	3034	
420	0	3	3	3132	
420	0	6	4	2418	
420	0	9	4	2903	
420	0	1	0	2905	
420	0	3	2	2333	
420	0	4	5	2587	
420	0	59	2	2156	
420	0	2	3	2299	
420	0	4	0	2403	
420	0	41	1	1950	
420	0	2	4	2443	
420	0	1	2	2333	
420	0	0	0	2351	
420	0	22	7	2527	
420	0	5	4	2435	
420	0	5	2	2763	
420	0	6	4	2408	
420	0	6	1	2251	
420	0	3	1	2296	
420	0	0	3	2860	
420	0	11	2	3072	
420	0	5	3	2726	
420	0	0	2	2557	
420	0	3	1	2546	
420	0	5	3	2198	
420	0	0	1	2228	
420	0	20	2	2166	
420	0	0	3	2676	
420	0	0	7	3213	
420	0	0	3	2111	
420	0	2	2	2520	
420	0	0	5	2090	
420	0	0	1	2092	
420	0	1	3	2308	
420	0	76	1	2866	
420	0	2	4	2345	
420	0	5	0	2357	
420	0	4	2	2667	
420	0	0	2	2669	
420	0	0	1	2797	
420	0	3	2	2655	
420	0	7	4	2511	
420	0	64	2	2224	
420	0	5	3	2260	
420	0	14	3	2790	
420	0	2	2	1896	
420	0	6	3	2332	
420	0	12	2	2829	
420	0	1	0	2427	
420	0	18	3	2882	
420	0	12	1	1862	
420	0	31	2	2966	
420	0	0	3	2702	
420	0	2	3	3225	
420	0	12	3	2099	
420	0	13	4	2370	
420	0	0	4	3017	
420	0	0	2	2890	
420	0	1	3	2730	
420	0	0	1	2070	
420	0	0	5	2289	
420	0	2	6	2874	
420	0	1	5	2614	
420	0	27	3	2073	
420	0	1	6	2509	
420	0	18	3	2895	
420	0	10	2	2602	
420	0	1	2	3315	
420	0	0	2	2749	
420	0	0	7	2634	
420	0	0	3	2858	
420	0	10	4	2114	
420	0	5	4	3220	
420	0	16	5	2013	
420	0	25	2	2389	
420	0	1	1	1967	
420	0	3	3	2226	
420	0	8	1	2633	
420	0	1	2	2679	
420	0	33	2	1934	
420	0	3	4	2953	
420	0	0	2	2045	
420	0	0	3	2448	
420	0	29	6	2119	
420	0	2	4	3145	
420	0	0	1	1874	
420	0	0	7	2794	
420	0	0	1	2409	
420	0	0	0	2508	
420	0	3	2	2404	
420	0	0	1	2206	
420	0	0	2	2523	
420	0	2	1	1867	
420	0	0	5	2495	
420	0	19	3	1887	
420	0	2	2	2427	
420	0	17	2	2440	
420	0	1	5	3013	
420	0	1	1	1952	
420	0	37	4	2212	
420	0	0	4	2530	
420	0	1	7	2053	
420	0	5	1	2095	
420	0	6	4	3307	
420	0	11	1	2029	
420	0	0	1	2517	
420	0	20	0	2201	
420	0	4	2	2145	
420	0	32	3	2774	
420	0	5	0	2439	
420	0	14	1	2290	
420	0	83	2	2343	
420	0	3	2	2531	
420	0	0	0	2691	
420	0	12	3	2942	
420	0	0	2	2355	
420	0	3	1	2396	
420	0	7	3	2582	
420	0	0	2	2720	
420	0	0	2	2465	
420	0	7	0	2064	
420	0	15	5	2410	
420	0	11	1	2353	
420	0	22	2	2876	
420	0	41	2	1696	
420	0	2	3	3417	
420	0	3	2	2050	
420	0	0	0	2255	
420	0	25	1	2384	
420	0	0	2	2529	
420	0	0	3	2594	
420	0	1	3	2139	
420	0	0	4	2802	
420	0	0	2	2532	
420	0	39	5	2657	
420	0	2	3	2914	
420	0	18	2	2246	
420	0	0	3	2637	
420	0	5	4	2914	
420	0	25	1	1950	
420	0	13	4	2271	
420	0	40	1	1697	
420	0	0	2	2368	
420	0	2	2	2180	
420	0	0	1	1978	
420	0	16	2	1934	
420	0	0	3	2453	
420	0	8	5	2509	
420	0	0	3	2477	
420	0	27	2	2522	
420	0	1	2	2569	
420	0	0	1	2428	
420	0	0	5	2303	
420	0	4	1	2606	
420	0	2	1	3091	
420	0	31	1	2262	
420	0	3	0	2745	
420	0	1	2	2549	
420	0	4	1	1945	
420	0	3	2	2455	
420	0	2	4	2344	
420	0	1	2	2726	
420	0	6	1	2184	
420	0	4	3	3092	
420	0	1	2	2572	
420	0	8	2	3003	
420	0	1	5	2814	
420	0	2	2	2025	
420	0	25	2	2705	
420	0	14	2	2876	
420	0	3	5	3262	
420	0	23	3	2173	
420	0	15	4	2334	
420	0	7	0	2088	
420	0	30	1	1818	
420	0	1	4	2872	
420	0	11	1	1986	
420	0	1	0	2039	
420	0	12	2	1814	
420	0	2	1	2131	
420	0	1	3	2628	
420	0	94	3	2088	
420	0	8	1	2694	
420	0	1	0	2410	
420	0	0	4	2648	
420	0	1	2	2745	
420	0	3	3	2074	
420	0	8	0	1824	
420	0	0	4	2401	
420	0	24	3	2371	
420	0	8	2	2190	
420	0	0	2	1874	
420	0	2	1	2627	
420	0	0	1	2612	
420	0	0	1	2988	
420	0	13	6	2614	
420	0	1	0	2460	
420	0	0	7	2904	
420	0	12	2	2078	
420	0	18	2	2426	
420	0	19	1	2729	
420	0	2	2	3046	
420	0	8	3	2954	
420	0	20	0	2321	
420	0	3	3	2785	
420	0	1	3	2614	
420	0	0	5	2474	
420	0	1	3	2440	
420	0	13	1	2293	
420	0	0	6	2677	
420	0	0	5	2830	
420	0	1	2	2920	
420	0	9	2	2431	
420	0	15	1	2116	
420	0	7	2	2384	
420	0	9	4	2227	
420	0	14	3	2736	
420	0	3	1	2853	
420	0	20	2	3122	
420	0	34	2	2577	
420	0	52	2	1707	
420	0	2	2	2137	
420	0	53	4	1786	
420	0	1	5	2101	
420	0	4	2	2449	
420	0	0	2	2545	
420	0	0	4	2684	
420	0	9	1	2570	
420	0	10	0	1962	
420	0	5	2	2502	
420	0	0	1	2513	
420	0	1	2	2172	
420	0	5	2	2306	
420	0	2	2	2281	
420	0	2	3	2075	
420	0	3	0	2859	
420	0	0	4	2637	
420	0	3	2	2642	
420	0	31	3	2398	
420	0	7	0	2538	
420	0	3	5	2157	
420	0	5	4	2361	
420	0	10	2	2194	
420	0	6	4	2614	
420	0	48	0	2499	
420	0	0	4	2264	
420	0	0	3	2177	
420	0	1	3	2620	
420	0	1	2	2751	
420	0	1	1	2718	
420	0	2	1	2547	
420	0	40	2	2256	
420	0	52	1	2472	
420	0	0	5	2734	
420	0	0	3	2300	
420	0	9	2	1964	
420	0	27	1	1659	
420	0	0	1	2517	
420	0	18	3	2163	
420	0	8	3	2126	
420	0	40	2	1976	
420	0	24	5	2953	
420	0	1	2	2684	
420	0	0	1	2560	
420	0	0	3	2342	
